OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-205,27-205,River/Stream,,02070010,,,,,38.7660400000,-76.8238900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-206,27-206,River/Stream,,02070010,,,,,38.7005000000,-76.9135700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-208,27-208,River/Stream,,02070010,,,,,38.7092500000,-77.0013800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-209,27-209,River/Stream,,02070010,,,,,38.7021000000,-77.0094200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-211,27-211,River/Stream,,02070010,,,,,38.7336000000,-76.8671700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-212,27-212,River/Stream,,02070010,,,,,38.6920700000,-76.8930100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-213,27-213,River/Stream,,02070010,,,,,38.7746600000,-76.8523100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-214,27-214,River/Stream,,02070010,,,,,38.7422900000,-76.9624300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-215,27-215,River/Stream,,02070010,,,,,38.7744100000,-76.8400700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-217,27-217,River/Stream,,02070010,,,,,38.7083100000,-76.9293000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-218,27-218,River/Stream,,02070010,,,,,38.7404100000,-76.8849300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-219,27-219,River/Stream,,02070010,,,,,38.6794300000,-76.9652100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-220,27-220,River/Stream,,02070010,,,,,38.7298200000,-76.8574400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-221,27-221,River/Stream,,02070010,,,,,38.7441900000,-76.8691700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27222,27222,River/Stream,,02060006,,,,,38.5834000000,-76.6839000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-252,27-252,River/Stream,,02070010,,,,,38.7610000000,-76.8410000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-253,27-253,River/Stream,,02070010,,,,,38.7610000000,-76.8410000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-254,27-254,River/Stream,,02070010,,,,,38.7500000000,-76.8440000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-255,27-255,River/Stream,,02070010,,,,,38.7307300000,-76.8886000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-264,27-264,River/Stream,,02070010,,,,,38.7077000000,-76.9567700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-265,27-265,River/Stream,,02070010,,,,,38.7151900000,-76.9207300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-266,27-266,River/Stream,,02070010,,,,,38.6987100000,-76.9932300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-301,27-301,River/Stream,,02070010,,,,,38.7430200000,-76.9134200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-302,27-302,River/Stream,,02070010,,,,,38.6966200000,-76.8970300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-303,27-303,River/Stream,,02070010,,,,,38.7067100000,-76.9252500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-304,27-304,River/Stream,,02070010,,,,,38.6804700000,-76.9925800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-305,27-305,River/Stream,,02070010,,,,,38.7349600000,-76.8765000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-306,27-306,River/Stream,,02070010,,,,,38.7274100000,-76.8388100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-308,27-308,River/Stream,,02070010,,,,,38.7727700000,-76.8409700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-309,27-309,River/Stream,,02070010,,,,,38.7238700000,-76.8719900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-311,27-311,River/Stream,,02070010,,,,,38.6714100000,-77.0045400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-312,27-312,River/Stream,,02070010,,,,,38.7852300000,-76.8431700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-313,27-313,River/Stream,,02070010,,,,,38.7189600000,-76.9109200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-314,27-314,River/Stream,,02070010,,,,,38.7076300000,-76.9578000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-316,27-316,River/Stream,,02070010,,,,,38.7658400000,-76.8243000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-317,27-317,River/Stream,,02070010,,,,,38.7521000000,-76.9092100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-318,27-318,River/Stream,,02070010,,,,,38.6920800000,-76.8940700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-319,27-319,River/Stream,,02070010,,,,,38.7036700000,-76.9209700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-320,27-320,River/Stream,,02070010,,,,,38.6750100000,-76.9828400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-321,27-321,River/Stream,,02070010,,,,,38.7386400000,-76.8848300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-322,27-322,River/Stream,,02070010,,,,,38.7318900000,-76.8645900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-323,27-323,River/Stream,,02070010,,,,,38.7193900000,-76.9396700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-324,27-324,River/Stream,,02070010,,,,,38.7577900000,-76.8412200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-327,27-327,River/Stream,,02070010,,,,,38.7023000000,-76.9769600000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-27-338,27-338,River/Stream,,02070010,,,,,38.7449600000,-76.8478600000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-002,28-002,River/Stream,,02070010,,,,,38.7543700000,-77.0012500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-003,28-003,River/Stream,,02070010,,,,,38.7599200000,-77.0015600000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-007,28-007,River/Stream,,02070010,,,,,38.7418100000,-77.0004400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-201,28-201,River/Stream,,02070010,,,,,38.7522300000,-76.9837400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-202,28-202,River/Stream,,02070010,,,,,38.7538100000,-76.9982400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-207,28-207,River/Stream,,02070010,,,,,38.7380500000,-76.9959900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-212,28-212,River/Stream,,02070010,,,,,38.7519100000,-77.0077800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28223,28223,River/Stream,,02060006,,,,,38.5830000000,-76.6824000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28225,28225,River/Stream,,02060006,,,,,38.7286000000,-76.6958000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28226,28226,River/Stream,,02060006,,,,,38.5605000000,-76.6813000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-301,28-301,River/Stream,,02070010,,,,,38.7354400000,-76.9964700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-303,28-303,River/Stream,,02070010,,,,,38.7512800000,-76.9957500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-305,28-305,River/Stream,,02070010,,,,,38.7395700000,-76.9975600000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-28-307,28-307,River/Stream,,02070010,,,,,38.7565800000,-77.0010100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-29-003,29-003,River/Stream,,02070010,,,,,38.7618900000,-76.9900200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-29-004,29-004,River/Stream,,02070010,,,,,38.7600000000,-76.9827800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-29-005,29-005,River/Stream,,02070010,,,,,38.7647100000,-76.9775500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-29-201,29-201,River/Stream,,02070010,,,,,38.7682300000,-76.9617400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-29-204,29-204,River/Stream,,02070010,,,,,38.7621800000,-77.0001100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-29225,29225,River/Stream,,02060006,,,,,38.5783000000,-76.6829000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-29-301,29-301,River/Stream,,02060006,,,,,38.6659300000,-76.7405000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-29-303,29-303,River/Stream,,02070010,,,,,38.7614100000,-76.9872000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-30-003,30-003,River/Stream,,02070010,,,,,38.7277500000,-77.0179700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-30-009,30-009,River/Stream,,02070010,,,,,38.7161900000,-77.0146900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-30-011,30-011,River/Stream,,02070010,,,,,38.7140000000,-77.0145000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-30124,30124,River/Stream,,02070010,,,,,38.6970000000,-77.0341000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-30125,30125,River/Stream,,02070010,,,,,38.7487000000,-77.0276000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-30224,30224,River/Stream,,02060006,,,,,38.5669000000,-76.6831000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-004B,31-004B,River/Stream,,02070011,,,,,38.6236400000,-77.0426900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-008C,31-008C,River/Stream,,02070011,,,,,38.6562200000,-77.0256100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-014,31-014,River/Stream,,02070011,,,,,38.6575600000,-76.9996400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-025,31-025,River/Stream,,02070011,,,,,38.6632500000,-76.9365400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-034A,31-034A,River/Stream,,02070011,,,,,38.6652500000,-76.8805600000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-034B,31-034B,River/Stream,,02070011,,,,,38.6768400000,-76.8779300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-034C,31-034C,River/Stream,,02070011,,,,,38.6801400000,-76.8771700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-035B,31-035B,River/Stream,,02070011,,,,,38.6927200000,-76.8590300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-035C,31-035C,River/Stream,,02070011,,,,,38.6970500000,-76.8554000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-042A,31-042A,River/Stream,,02070011,,,,,38.6901900000,-76.8471400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-042B,31-042B,River/Stream,,02070011,,,,,38.6942800000,-76.8422800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31125,31125,River/Stream,,02070010,,,,,38.7003000000,-77.0789000000,,,,GPS-Unspecified,WGS84,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-201,31-201,River/Stream,,02070011,,,,,38.6474900000,-77.0292800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-202,31-202,River/Stream,,02070011,,,,,38.6794100000,-76.9057200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-204,31-204,River/Stream,,02070011,,,,,38.6567000000,-77.0000300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-205,31-205,River/Stream,,02070011,,,,,38.6490600000,-77.0299500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-206,31-206,River/Stream,,02070011,,,,,38.6820300000,-76.9083600000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-212,31-212,River/Stream,,02070011,,,,,38.6401600000,-77.0260000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-213,31-213,River/Stream,,02070011,,,,,38.6771400000,-76.9357400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-214,31-214,River/Stream,,02070011,,,,,38.6793300000,-76.9049700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-215,31-215,River/Stream,,02070011,,,,,38.6797200000,-76.8675700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31222,31222,River/Stream,,02060006,,,,,38.5512000000,-76.6780000000,,,,GPS-Unspecified,WGS84,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31224,31224,River/Stream,,02060006,,,,,38.6618000000,-76.6877000000,,,,GPS-Unspecified,WGS84,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31225,31225,River/Stream,,02060006,,,,,38.7669000000,-76.7013000000,,,,GPS-Unspecified,WGS84,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-229,31-229,River/Stream,,02070011,,,,,38.6629300000,-76.8525200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-233,31-233,River/Stream,,02070011,,,,,38.6608300000,-76.9690200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-235,31-235,River/Stream,,02070011,,,,,38.6551500000,-76.9399000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-301,31-301,River/Stream,,02070011,,,,,38.6615600000,-77.0232800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-303,31-303,River/Stream,,02070011,,,,,38.6868200000,-76.8627500000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-305,31-305,River/Stream,,02070011,,,,,38.6428400000,-77.0272800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-307,31-307,River/Stream,,02070011,,,,,38.6778100000,-76.8777100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-308,31-308,River/Stream,,02070011,,,,,38.7007600000,-76.8555800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-309,31-309,River/Stream,,02070011,,,,,38.6549000000,-77.0016900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-313,31-313,River/Stream,,02070011,,,,,38.6586300000,-76.9723400000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-314,31-314,River/Stream,,02070011,,,,,38.6523800000,-76.9084900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-317,31-317,River/Stream,,02070011,,,,,38.6554000000,-77.0258300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-319,31-319,River/Stream,,02070011,,,,,38.6865900000,-76.8632700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-321,31-321,River/Stream,,02070011,,,,,38.6640100000,-77.0195700000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-324,31-324,River/Stream,,02070011,,,,,38.6955800000,-76.8563800000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-31-346,31-346,River/Stream,,02070011,,,,,38.6626900000,-76.8528000000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-32-003,32-003,River/Stream,,02060006,,,,,38.6919500000,-76.7193300000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-32-004,32-004,River/Stream,,02060006,,,,,38.6856900000,-76.7304900000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-32-016,32-016,River/Stream,,02060006,,,,,38.6996200000,-76.7671200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-32-019,32-019,River/Stream,,02060006,,,,,38.6845800000,-76.7722100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-32-028,32-028,River/Stream,,02060006,,,,,38.6905600000,-76.7928100000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
CBP_WQX,Chesapeake Bay Program (CBP),CBP_WQX-32-033,32-033,River/Stream,,02060006,,,,,38.6999000000,-76.7756200000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
